loss,reward
0.039623819291591644,294.0
0.021638184785842896,186.0
0.051788702607154846,222.0
0.0535818412899971,148.0
0.009266745299100876,198.0
0.07806220650672913,77.0
1.616957187652588,85.0
0.08565746247768402,17.0
0.027734164148569107,158.0
0.48276859521865845,500.0
0.013928842730820179,149.0
0.03313282132148743,191.0
0.055608876049518585,141.0
0.0740579217672348,12.0
0.030563216656446457,17.0
0.10106061398983002,166.0
0.031204231083393097,134.0
1.4068647623062134,111.0
0.030183594673871994,125.0
0.640352725982666,26.0
0.07372036576271057,337.0
0.03255132958292961,306.0
0.21841290593147278,160.0
0.03120226413011551,241.0
0.16555820405483246,442.0
0.025267254561185837,170.0
0.01595883257687092,221.0
0.06691519916057587,184.0
0.039834849536418915,83.0
0.053033895790576935,113.0
0.03561660647392273,207.0
0.012509766966104507,156.0
0.04101237282156944,243.0
0.3091379404067993,17.0
0.35043221712112427,500.0
0.032738097012043,199.0
0.07985065132379532,153.0
1.0344233512878418,110.0
0.06559880077838898,11.0
0.3159635066986084,92.0
0.1350730061531067,377.0
0.04266604781150818,181.0
0.05395563691854477,500.0
0.13853487372398376,500.0
0.03361201658844948,80.0
0.01465565338730812,281.0
0.025161094963550568,162.0
0.033527765423059464,142.0
0.04198434576392174,212.0
0.46216875314712524,235.0
0.03688764199614525,203.0
0.017475150525569916,106.0
0.0637456402182579,20.0
0.38565415143966675,99.0
0.8331184983253479,26.0
0.014243559911847115,98.0
0.016744565218687057,21.0
1.1529451608657837,137.0
0.06719135493040085,112.0
0.0798724889755249,120.0
0.595196008682251,119.0
0.21761301159858704,170.0
0.041242171078920364,500.0
0.07587264478206635,175.0
0.032359372824430466,146.0
0.07184416800737381,135.0
0.08314484357833862,152.0
0.06455236673355103,145.0
