ddpg_q_loss,ddpg_act_loss,ddpg_reward,dqn_loss,dqn_reward
0.0,0.0,-73.63445215299241,0.0,66.79199918794629
0.0,0.0,44.8319616481623,0.0,-37.85600098454956
0.0061658150516450405,0.0940324068069458,-76.62955266941812,0.0014007127610966563,-40.72800099384787
0.004306923598051071,1.82924485206604,-77.28007337376097,0.005606193095445633,-39.1720009909869
0.002169382758438587,1.6112984418869019,-78.14383951846595,0.01940530352294445,-40.96000092625621
136.02256774902344,-0.03418698161840439,-73.38158921981297,0.0009180542547255754,-39.280000980496474
0.011399496346712112,0.043110426515340805,-72.90945943115554,0.0005526194581761956,-39.636000999450744
0.024679183959960938,-0.1333811730146408,-73.12175191020516,0.0007842945051379502,-40.41200098860268
0.0038197720423340797,-0.05676997825503349,-73.65929642913676,0.0010037388419732451,-40.016000944018415
0.007086699362844229,-0.21745164692401886,-75.52850315158014,0.0007112143794074655,-38.6280009402037
0.02357790619134903,-0.39477166533470154,-74.25595344859285,5.253776544122957e-05,-40.368000945568184
0.008646706119179726,-0.3426375389099121,-74.98911541991095,3.1493786082137376e-05,-39.720000947713935
0.005749416071921587,-0.1169518232345581,-74.40616875200709,1.8463364540366456e-05,-42.18800095927724
0.0043605174869298935,-0.1908530741930008,-74.14467420314679,1.790715759852901e-05,-39.996000960111694
0.002381405793130398,-0.37957707047462463,-72.79178233891518,8.188207175408024e-06,-38.84000094294562
0.002090258290991187,-0.2036195695400238,-70.84005771527406,7.27562110114377e-06,-40.120000933408775
0.0035783243365585804,-0.2446385622024536,-75.88497404149597,3.158381332468707e-06,-38.90400094306474
0.0017359638586640358,-0.22791510820388794,46.22877209443217,4.702683895629889e-07,-38.296000974416735
0.0005840457160957158,-0.11444458365440369,55.07337209915039,5.967136530671269e-06,-40.100000947713916
0.5438416004180908,-0.5186898708343506,49.665138915846704,1.4167096651362954e-06,-41.088000977158636
0.024319712072610855,-0.3808209002017975,-73.34887810840446,9.21422088140389e-06,-40.368000956893034
0.053183622658252716,-1.5997881889343262,-72.74043383243784,1.8728721329352993e-07,-37.32400097584732
0.021777452901005745,-1.56613290309906,48.34461653834431,3.444351364123577e-07,-37.7840009478331
0.03703228011727333,-1.5617632865905762,-70.61343346552626,1.3001612387597561e-05,-38.91600093030933
0.28877222537994385,-1.2840557098388672,-72.13857649019378,3.3076821637223475e-06,-38.03600086712844
0.12297871708869934,-0.4614497721195221,-72.89253152153614,6.53561755825649e-07,-40.01200096058858
0.08771200478076935,-1.5412838459014893,-72.3792183387088,6.509016543532198e-07,-37.17200083661085
0.10704120248556137,-1.8926031589508057,74.23967132419666,3.274181210599636e-07,-39.81600091362009
0.052937641739845276,-4.048791885375977,65.50296790088427,1.1453818160589435e-06,-38.19600098514563
6.012088775634766,-2.752195358276367,49.83259162015381,3.6466860819928115e-07,-38.43600095593938
0.18950773775577545,-3.129830837249756,-74.34996845367878,4.137260134484677e-07,-41.784000937700334
0.23296499252319336,-1.8666688203811646,-74.63714997870943,3.914112483016652e-07,-38.82000096201898
0.3323010206222534,-2.793199062347412,-72.56546780946515,3.02850912703434e-06,-39.24000089943415
0.3065842092037201,-2.2901554107666016,-74.46410562421643,1.0519613624637714e-06,-40.25600092434893
0.32102182507514954,-7.233847141265869,-73.51750369219664,6.432816803680907e-07,-39.24800088477145
0.2726648449897766,-6.501364231109619,66.9300626379199,1.8922165736512397e-06,-39.024000898957304
0.14867191016674042,-5.946749687194824,61.31893991548895,9.70588098425651e-06,-36.6240009365082
0.1814030557870865,-3.179002285003662,79.0577709218369,2.5461738459853223e-06,-37.064000925779354
0.5364993214607239,-9.988821029663086,49.43276031679702,2.6516383400121413e-07,-39.48400094962123
0.1299787312746048,-5.778755187988281,-74.16790503314603,6.48124967028707e-07,-38.0880008722544
0.5384811162948608,-6.629518508911133,45.886040049080414,2.581813873803185e-07,-37.352000968933154
0.4089852571487427,-7.222744941711426,43.540345803790274,9.197321924148127e-05,-36.92800094258789
0.23514647781848907,-6.05049467086792,53.57622131334088,3.945812932215631e-05,-36.87600094819071
0.43557208776474,-7.785719871520996,40.04802773106346,1.0429239409859292e-05,-38.37600091362007
0.21590541303157806,-6.355552673339844,64.93971180579992,1.1415895642130636e-06,-37.75200091350087
0.25826799869537354,-8.020758628845215,79.69192304243218,3.0255143883550772e-06,-37.15600090885168
0.4309578239917755,-5.009563446044922,74.69964381474722,2.8599450160982087e-05,-38.31200092542177
0.34721899032592773,-4.8371782302856445,74.38107584361994,3.45869437978763e-07,-37.43200098443039
0.48739108443260193,-8.099157333374023,64.21996167847048,3.375754658918595e-06,-37.95200088906295
14.042436599731445,-8.105895042419434,75.14531348013807,2.718121777434135e-06,-39.14000094175348
0.11424802988767624,-6.653708457946777,71.19621273624392,7.735018698440399e-06,-38.06400094664099
4.543831825256348,-7.243889808654785,64.73091397344928,3.4978902476723306e-06,-36.71200085806854
0.08060934394598007,-7.841180324554443,58.89337747074059,2.776095868739503e-07,-37.61600090885167
1.7363725900650024,-6.338370323181152,74.76858100629323,3.799133878601424e-07,-36.60000095903873
0.2577507197856903,-6.757001876831055,77.94928895351626,1.164795662589313e-06,-38.10800093543534
0.5486409664154053,-10.733345031738281,79.78179480009244,2.055668630873697e-07,-36.500000975728085
0.46174702048301697,-12.199508666992188,76.25190681744698,3.494859868169442e-07,-36.88400089955336
0.11869911849498749,-7.6619744300842285,79.32322406123332,6.433224086777045e-08,-38.08400089418895
0.14465247094631195,-6.943849086761475,66.20962725474553,1.3068912494418328e-06,-37.54400084471706
0.13054263591766357,-8.570650100708008,69.94196612914548,1.5716889834038739e-07,-37.9680008615256
0.19040852785110474,-6.478238105773926,62.056813056899216,4.950649235979654e-05,-37.32400090968611
0.06590791046619415,-6.934082508087158,68.99676363453969,3.3816527320595924e-06,-37.68800094974049
0.11366195976734161,-7.189581871032715,75.1087323391902,1.3306741493579466e-05,-37.60800093543536
0.31317073106765747,-8.470380783081055,65.35750230267047,1.5805036355232005e-06,-37.62000085830696
0.14622436463832855,-7.174005508422852,69.96882505348745,1.3268686416267883e-06,-36.94800095033649
0.18103474378585815,-7.200803279876709,76.0171722364362,1.965999217645731e-06,-37.036000919580474
0.10703042149543762,-7.893561363220215,55.13791751861153,7.039099727990106e-06,-38.14000099718575
0.9972131848335266,-10.979985237121582,68.82468577260539,0.0006043953471817076,-36.83200087833414
2.742788314819336,-9.291923522949219,62.7532816597927,3.826400643447414e-06,-37.25200091826922
1.7508792877197266,-10.856590270996094,64.4640561594365,1.0365013167756842e-06,-36.69200083839895
0.1444803774356842,-10.58707046508789,81.55808088311333,2.9659055144293234e-05,-38.62400086319453
0.830591082572937,-9.669909477233887,82.71184220955594,1.0787553037516773e-06,-37.28000087916859
0.7930670976638794,-11.507299423217773,86.49691049386257,2.5917989887602744e-07,-35.13600090527538
0.9146698713302612,-11.820700645446777,88.25995994943491,3.1793192079021537e-07,-35.14400086319449
0.5792659521102905,-8.190881729125977,87.47852421526063,3.228905143259908e-07,-35.83600089216237
0.367450475692749,-11.771191596984863,88.3872672211617,1.1365462341927923e-05,-38.332000900387804
0.19793517887592316,-8.69422435760498,76.61355805999438,1.3733590094489045e-05,-35.29600089275842
0.8713254928588867,-9.891885757446289,87.89349852911371,0.00013737825793214142,-36.05200090575222
0.1946665644645691,-12.128053665161133,88.29514374874141,3.259170989622362e-05,-36.68000091195115
0.1713734269142151,-8.719619750976562,89.27900976748958,2.8215695238031913e-06,-35.92400093889238
0.9266701936721802,-11.854963302612305,85.57149316180723,2.3876891646068543e-06,-38.15600091183196
0.14917290210723877,-11.287137985229492,86.07061521760745,2.2817284843767993e-06,-35.62000087618833
4.0219645500183105,-11.943788528442383,88.81437575912989,2.41437135173328e-07,-35.97200083482269
0.4596604108810425,-11.342256546020508,83.25075472930004,9.092767641050159e-07,-36.18400091624267
0.6290208101272583,-11.924821853637695,81.76496121642268,1.8764335436571855e-06,-35.50000092267994
0.18908362090587616,-10.663812637329102,89.77896142126887,1.1162066584802233e-05,-35.94000086724764
0.09686054289340973,-10.704977035522461,89.52293142968001,8.84362179931486e-07,-36.684000891804715
0.19193035364151,-10.843626022338867,89.95810049593662,6.524054469991825e-07,-37.78800092411049
